Variablenübersicht (nur generierte und nicht interne Variablen);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Studie;Thema und Fragebogenausschnitt;Unterthema;Varname;;DStyp ID;Datensatztyp;Varlabel;Originalvariable;Dateninfo;SyntaxGenVar;VarLevel; Valuelabel Set;Ausprägungen;Text Dt
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBlimitC_k;;17;Abt2_DS;Schwierigkeiten beim An- und Ausziehen (kat.);BBschwierig3;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.6. Personal care activities, S.17/18
Difficulty in selected personal activities, kind of activity (Art der Tätigkeit) population aged 55 or over, kategorisiert
C. Difficulty in dressing and undressing/Schwierigkeiten beim An- und Ausziehen
Missing: wenn BBschwierig3 nicht beantwortet worden ist oder das Alter/Proband <55 Jahre ist  (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), C. Difficulty in dressing and undressing/Schwierigkeiten beim An- und Ausziehen: PC1Cd*/
IF BBschwierig3=1 THEN PC1Cd=1;/*None/Keine*/
IF BBschwierig3=2 THEN PC1Cd=2;/*Moderate/Mittelgradig*/
IF BBschwierig3=3 OR BBschwierig3=4 THEN PC1Cd=3;/*Severe/Schwerwiegend*/

BBlimitC_k=PC1Cd;
IF age<55 THEN BBlimitC_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBlimitD_k;;17;Abt2_DS;Schwierigkeiten bei der Toilettenbenutzung (kat.);BBschwierig4;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.6. Personal care activities, S.17/18
Difficulty in selected personal activities, kind of activity (Art der Tätigkeit) population aged 55 or over, kategorisiert
D. Difficulty in using toilets/Schwierigkeiten bei der Toilettenbenutzung
Missing: wenn BBschwierig4 nicht beantwortet worden ist oder das Alter/Proband <55 Jahre ist  (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), D. Difficulty in using toilets/Schwierigkeiten bei der Toilettenbenutzung: PC1Dd*/
IF BBschwierig4=1 THEN PC1Dd=1;/*None/Keine*/
IF BBschwierig4=2 THEN PC1Dd=2;/*Moderate/Mittelgradig*/
IF BBschwierig4=3 OR BBschwierig4=4 THEN PC1Dd=3;/*Severe/Schwerwiegend*/

BBlimitD_k=PC1Dd;
IF age<55 THEN BBlimitD_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBlimitE_k;;17;Abt2_DS;Schwierigkeiten beim Baden und Duschen (kat.);BBschwierig5;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.6. Personal care activities, S.17/18
Difficulty in selected personal activities, kind of activity (Art der Tätigkeit) population aged 55 or over, kategorisiert
E. Difficulty in bathing and showering/Schwierigkeiten beim Baden und Duschen
Missing: wenn BBschwierig5 nicht beantwortet worden ist oder das Alter/Proband <55 Jahre ist  (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), E. Difficulty in bathing and showering/Schwierigkeiten beim Baden und Duschen: PC1Ed*/
IF BBschwierig5=1 THEN PC1Ed=1;/*None/Keine*/
IF BBschwierig5=2 THEN PC1Ed=2;/*Moderate/Mittelgradig*/
IF BBschwierig5=3 OR BBschwierig5=4 THEN PC1Ed=3;/*Severe/Schwerwiegend*/

BBlimitE_k=PC1Ed;
IF age<55 THEN BBlimitE_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhilfe_k;;17;Abt2_DS;Bedarf an Hilfe bei der Körperpflege (kat.);BBhilfe1 BBhilfe2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.6. Personal care activities, S.18
Need for help with personal care activities/Bedarf an Hilfe bei der Körperpflege, population aged 55 or over, kategorisiert
Missing: wenn BBhilfe1 oder BBhilfe2 nicht beantwortet worden sind oder das Alter/Proband <55 Jahre ist  (Nicht erhoben). Bbhilfe_k ist auf ""Filterbed. Fehlend"" gesetzt, wenn dies für BBhilfe1 oder BBhilfe2 auch zutrifft.";"/*Creating a derived variable: PChelp*/
IF BBhilfe1=2 AND BBhilfe2=2 THEN PChelp=1;/*No need for assistance/Kein Bedarf an Hilfe*/
IF BBhilfe1=1 AND BBhilfe2=2 THEN PChelp=2;/*Get enough assistance/Erhalt ausreichender Hilfe*/
IF BBhilfe2=1 THEN PChelp=3;/*Lack of assistance/Mangel an Hilfe*/

BBhilfe_k=PChelp;
IF age<55 THEN BBhilfe_k=.N;/*Nicht erhoben Age<55*/
IF BBhilfe1=.F THEN BBhilfe_k=.F;/*EHIS*/";Ordinal;BBhilfe4f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Kein Bedarf an Hilfe
;;;;;;;;;;;;;2;Erhalt ausreichender Hilfe
;;;;;;;;;;;;;3;Mangel an Hilfe
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimit_k;;17;Abt2_DS;Schwierigkeiten bei der Erledigung des Haushalts (kat.);BBhh1 BBhh2 BBhh3 BBhh4 BBhh5 BBhh6 BBhh7;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.19
Household activities/Tätigkeiten bei der Erledigung des Haushalts, population aged 55 or over
Difficulty in household activities/Schwierigkeiten bei der Erledigung des Haushalts, kategorisiert
Missing: wenn BBhh1, BBhh2, BBhh3, BBhh4, BBhh5, BBhh6 und BBhh7 komplett nicht beantwortet worden sind oder komlett mit der Ausprägung 5 ""Nicht zutreffend/habe ich  nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Calculation of derived variables*/
IF BBhh1 in (1 2 3 4) THEN HA1Ap=BBhh1; ELSE HA1Ap=.;
IF BBhh2 in (1 2 3 4) THEN HA1Bp=BBhh2; ELSE HA1Bp=.;
IF BBhh3 in (1 2 3 4) THEN HA1Cp=BBhh3; ELSE HA1Cp=.;
IF BBhh4 in (1 2 3 4) THEN HA1Dp=BBhh4; ELSE HA1Dp=.;
IF BBhh5 in (1 2 3 4) THEN HA1Ep=BBhh5; ELSE HA1Ep=.;
IF BBhh6 in (1 2 3 4) THEN HA1Fp=BBhh6; ELSE HA1Fp=.;
IF BBhh7 in (1 2 3 4) THEN HA1Gp=BBhh7; ELSE HA1Gp=.;

/*Calculation of total variable*/
HAp= max (HA1Ap, HA1Bp, HA1Cp, HA1Dp, HA1Ep, HA1Fp, HA1Gp);

/*Creating a recoded variable for dissemination(Verteilung): HAc*/
IF HAp=1 THEN HAc=1;/*None/Keine*/
IF HAp=2 THEN HAc=2;/*Moderate/Mittelgradig*/
IF HAp=3 OR HAp=4 THEN HAc=3;/*Severe/Schwerwiegend*/

BBhhlimit_k=HAc;
IF age<55 THEN BBhhlimit_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitA_k;;17;Abt2_DS;Schwierigkeiten Mahlzeiten zu bereiten (kat.);BBhh1;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
A. Difficulty in preparing meals/Schwierigkeiten Mahlzeiten zu bereiten, kategorisiert
Missing: wenn BBhh1 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), A. Difficulty in preparing meals/Schwierigkeiten Mahlzeiten zu bereiten: HA1Ad*/
IF BBhh1=1 THEN HA1Ad=1;/*None/Keine*/
IF BBhh1=2 THEN HA1Ad=2;/*Moderate/Mittelgradig*/
IF BBhh1=3 OR BBhh1=4 THEN HA1Ad=3;/*Severe/Schwerwiegend*/

BBhhlimitA_k=HA1Ad;
IF age<55 THEN BBhhlimitA_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitB_k;;17;Abt2_DS;Schwierigkeiten das Telefon zu benutzen (kat.);BBhh2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
B. Difficulty in using the telephone/Schwierigkeiten das Telefon zu benutzen, kategorisiert
Missing: wenn BBhh2 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), B. Difficulty in using the telephone/Schwierigkeiten das Telefon zu benutzen: HA1Bd*/
IF BBhh2=1 THEN HA1Bd=1;/*None/Keine*/
IF BBhh2=2 THEN HA1Bd=2;/*Moderate/Mittelgradig*/
IF BBhh2=3 OR BBhh2=4 THEN HA1Bd=3;/*Severe/Schwerwiegend*/

BBhhlimitB_k=HA1Bd;
IF age<55 THEN BBhhlimitB_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitC_k;;17;Abt2_DS;Schwierigkeiten Einkäufe zu erledigen (kat.);BBhh3;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
C. Difficulty in shopping/Schwierigkeiten Einkäufe zu erledigen, kategorisiert
Missing: wenn BBhh3 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), C. Difficulty in shopping/Schwierigkeiten Einkäufe zu erledigen: HA1Cd*/
IF BBhh3=1 THEN HA1Cd=1;/*None/Keine*/
IF BBhh3=2 THEN HA1Cd=2;/*Moderate/Mittelgradig*/
IF BBhh3=3 OR BBhh3=4 THEN HA1Cd=3;/*Severe/Schwerwiegend*/

BBhhlimitC_k=HA1Cd;
IF age<55 THEN BBhhlimitC_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitD_k;;17;Abt2_DS;Schwierigkeiten Medikamenteneinnahme zu organisieren (kat.);BBhh4;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
D. Difficulty in managing medication/Schwierigkeiten Medikamenteneinnahme zu organisieren, kategorisiert
Missing: wenn BBhh4 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), D. Difficulty in managing medication/Schwierigkeiten Medikamenteneinnahme zu organisieren: HA1Dd*/
IF BBhh4=1 THEN HA1Dd=1;/*None/Keine*/
IF BBhh4=2 THEN HA1Dd=2;/*Moderate/Mittelgradig*/
IF BBhh4=3 OR BBhh4=4 THEN HA1Dd=3;/*Severe/Schwerwiegend*/

BBhhlimitD_k=HA1Dd;
IF age<55 THEN BBhhlimitD_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitE_k;;17;Abt2_DS;Schwierigkeiten leichte Hausarbeit zu erledigen (kat.);BBhh5;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
E. Difficulty in light housework/Schwierigkeiten leichte Hausarbeit zu erledigen, kategorisiert
Missing: wenn BBhh5 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), E. Difficulty in light housework/Schwierigkeiten leichte Hausarbeit zu erledigen: HA1Ed*/
IF BBhh5=1 THEN HA1Ed=1;/*None/Keine*/
IF BBhh5=2 THEN HA1Ed=2;/*Moderate/Mittelgradig*/
IF BBhh5=3 OR BBhh5=4 THEN HA1Ed=3;/*Severe/Schwerwiegend*/

BBhhlimitE_k=HA1Ed;
IF age<55 THEN BBhhlimitE_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitF_k;;17;Abt2_DS;Schwierigkeiten gelegentlich schwere Hausarbeit zu erledigen (kat.);BBhh6;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
F. Difficulty in occasional heavy housework/Schwierigkeiten gelegentlich schwere Hausarbeit zu erledigen, kategorisiert
Missing: wenn BBhh6 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), F. Difficulty in occasional heavy housework/Schwierigkeiten gelegentlich schwere Hausarbeit zu erledigen: HA1Fd*/
IF BBhh6=1 THEN HA1Fd=1;/*None/Keine*/
IF BBhh6=2 THEN HA1Fd=2;/*Moderate/Mittelgradig*/
IF BBhh6=3 OR BBhh6=4 THEN HA1Fd=3;/*Severe/Schwerwiegend*/

BBhhlimitF_k=HA1Fd;
IF age<55 THEN BBhhlimitF_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhlimitG_k;;17;Abt2_DS;Schwierigkeiten Verwaltungsangelegenheiten zu erledigen (kat.);BBhh7;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.20
Difficulty in selected household activities, kind of activity (Art der Tätigkeit) population aged 55 or over
G. Difficulty in taking care of finances and everyday administrative tasks/Schwierigkeiten Verwaltungsangelegenheiten zu erledigen, kategorisiert
Missing: wenn BBhh7 nicht beantwortet worden ist oder mit der Ausprägung 5 ""Nicht zutreffend/habe ich nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Creating a recoded variable for dissemination(Verteilung), G. Difficulty in taking care of finances and everyday administrative tasks/Schwierigkeiten Verwaltungsangelegenheiten zu erledigen: HA1Gd*/
IF BBhh7=1 THEN HA1Gd=1;/*None/Keine*/
IF BBhh7=2 THEN HA1Gd=2;/*Moderate/Mittelgradig*/
IF BBhh7=3 OR BBhh7=4 THEN HA1Gd=3;/*Severe/Schwerwiegend*/

BBhhlimitG_k=HA1Gd;
IF age<55 THEN BBhhlimitG_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBhhhilfe_k;;17;Abt2_DS;Bedarf an Hilfe beim Haushalt (kat.);BBhhhilfe1 BBhhhilfe2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.7. Household activities, S.21
Need for help with household activities/Bedarf an Hilfe beim Haushalt, population aged 55 or over, kategorisiert
Missing: wenn BBhhhilfe1 oder BBhhhilfe2 nicht beantwortet worden sind oder das Alter/Proband <55 Jahre ist  (Nicht erhoben). BBhhhilfe_k ist auf ""Filterbed. Fehlend"" gesetzt, wenn dies für BBhhhilfe1 oder BBhhhilfe2 auch zutrifft. BBhhhilfe_k ist auf Missing gesetzt, wenn für BBhhhilfe1 oder BBhhhilfe2 ""Eingangsfrage kA/Wn"" zutrifft.";"/*Creating a derived variable: HAhelp*/
IF BBhhhilfe1=2 AND BBhhhilfe2=2 THEN HAhelp=1;/*No need for assistance*/
IF BBhhhilfe1=1 AND BBhhhilfe2=2 THEN HAhelp=2;/*Get enough assistance*/
IF BBhhhilfe2=1 THEN HAhelp=3;/*Lack of assistance*/

BBhhhilfe_k=HAhelp;
IF age<55 THEN BBhhhilfe_k=.N;/*Nicht erhoben Age<55*/
IF BBhhhilfe1=.F THEN BBhhhilfe_k=.F;/*EHIS*/";Ordinal;BBhilfe4f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Kein Bedarf an Hilfe
;;;;;;;;;;;;;2;Erhalt ausreichender Hilfe
;;;;;;;;;;;;;3;Mangel an Hilfe
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBtotallimit_k;;17;Abt2_DS;Schwierigkeiten bei der Körperpflege u. im Haushalt (kat.);BBschwierig1 bis BBschwierig5, BBhh1 bis BBhh7;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.8. Total activities, S.21/22
Difficulties in personal care activities or hoesehold activities/Schwierigkeiten bei der Körperpflege u. im Haushalt, population aged 55 or over, kategorisiert
Missing: wenn BBschwierig1,  BBschwierig2,  BBschwierig3,  BBschwierig4, BBschwierig5 komplett nicht beantwortet worden sind und wenn BBhh1, BBhh2, BBhh3, BBhh4, BBhh5, BBhh6, BBhh7 komplett nicht beantwortet worden sind oder komlett mit der Ausprägung 5 ""Nicht zutreffend/habe ich  nie versucht bzw. getan"" beantwortet. Wenn das Alter/Proband <55 Jahre, dann ebenso Missing gesetzt (Nicht erhoben).";"/*Calculation of total variable*/
TLp= max (PCp, HAp);

/*Creating a recoded variable for dissemination(Verteilung): TLc*/
IF TLp=1 THEN TLc=1;/*None/Keine*/
IF TLp=2 THEN TLc=2;/*Moderate/Mittelgradig*/
IF TLp=3 OR TLp=4 THEN TLc=3;/*Severe/Schwerwiegend*/

BBtotallimit_k=TLc;
IF age<55 THEN BBtotallimit_k=.N;/*Nicht erhoben Age<55*/";Ordinal;Haeufig103f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Keine
;;;;;;;;;;;;;2;Mittelgradig
;;;;;;;;;;;;;3;Schwerwiegend
GEDA19;Funkt. Beeinträcht, Beschwerden u. Behinderung (1105);Funktionelle Beeinträchtigungen u. Beschwerden (110500);BBtotalhilfe_k;;17;Abt2_DS;Bedarf an Hilfe bei der Körperpflege u. im Haushalt (kat.);BBhilfe1 BBhilfe2 BBhhhilfe1 BBhhhilfe2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.1.8. Total activities, S.22/23
Need for help with personal care or household activities/Bedarf an Hilfe bei der Körperpflege u. im Haushalt, population aged 55 or over, kategorisiert
Missing: wenn BBhilfe_k/PChelp und BBhhhilfe_k/HAhelp Missing sind, oder wenn BBhilfe_k/PChelp oder BBhhhilfe_k/HAhelp Missing  sind in Kombination mit ""Filterbed. Fehlend"". Bbtotalhilfe_k ist auf ""Filterbed. Fehlend"" gesetzt, wenn dies für Bbhilfe_k/Pchelp und Bbhhhilfe_k/Hahelp auch zutrifft.";"/*Calculation of total variable*/
TALp= max (PChelp, HAhelp);

/*Creating a derived variable: TAhelp*/
IF TALp=1 THEN TAhelp=1;/*No need for assistance*/
IF TALp=2 THEN TAhelp=2;/*Get enough assistance*/
IF TALp=3 THEN TAhelp=3;/*Lack of assistance*/

BBtotalhilfe_k=TAhelp;
IF age<55 THEN BBtotalhilfe_k=.N;/*Nicht erhoben Age<55*/
IF BBhhhilfe1=.F AND BBhilfe1=.F THEN Bbtotalhilfe_k=.F;";Ordinal;BBhilfe4f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Kein Bedarf an Hilfe
;;;;;;;;;;;;;2;Erhalt ausreichender Hilfe
;;;;;;;;;;;;;3;Mangel an Hilfe
GEDA19;Unfälle, Verletz. u. Vergiftungen (1107);Unfälle, Verletzungen, Vergiftungen allgemein (110700);UVarztF_k;;17;Abt2_DS;Medizinische Versorgung nach Unfall i.d.l. 12 Mon. (3 Kat.);UVarztF;"EHIS Wave 3_Data Delivery Guidelines.pdf: Accidents and injuries, S.13
Variable UVarztF nach EHIS-Vorgabe in 3 Kategorien zusammengefasst: UVarztF_k/AC2 (analog GEDA14/UVarztE_k)
nach EHIS-Vorgabe sollen die Ausprägungen ""1"" und ""2"" zusammengefasst und die anderen Kategorien neu kodiert werden.
Missing: wenn UVarztF nicht angegeben wurde.

Anpassung für das Transfertool: wenn weder Uvartverkehr, Uvarthaus und Uvartfreiz mit Ja benatwotet wurden, dann muss UVarztF_k= Filterbedingt fehlend sein.";"/*Medizinische Versorgung nach Unfall (3 Kat.)*/
*UVarztF_k entspricht EHIS-Var AC2;
IF UVarztF in (1 2) THEN UVarztF_k=1;/*admission to a hospital or any other health facility*/
IF UVarztF=3 THEN UVarztF_k=2;/*a doctor or nurse*/ 
IF UVarztF=4 THEN UVarztF_k=3;/*no intervention was needed*/ 
IF UVarztF in (.E .F .K .W) THEN UVarztF_k=UVarztF;/**/


/*31.05.2021 SSB: Anpassung Transfer-Tool*/

IF ((Uvartverkehr NE 1) and (Uvarthaus NE 1) and (Uvartfreiz NE 1)) then UVarztF_k =.F;";Ordinal;UVarztF_k;;
;;;;;;;;;;;;;-95;Eingangsfrage kA/Wn
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Ja, ich wurde in ein Khs/sonst. Einrichtung eingewiesen
;;;;;;;;;;;;;2;Ja, ich wurde von einem Arzt oder Krankenpfleger versorgt
;;;;;;;;;;;;;3;Es war keine med. Versorgung notwendig
